customer_id,contract_type,monthly_charges,tenure,total_charges,Churn,charge_change_proxy,tickets_last_7_days,tickets_last_30_days,tickets_last_90_days,complaint_ticket,negative_ratio,sentiment_score_mean,ticket_type_count_billing,ticket_type_count_complaint,ticket_type_count_general,ticket_type_count_service_request,ticket_type_count_technical,mean_days_between_tickets
4283-FUTGF,Month-to-month,79.85,19,1471.75,Yes,2.3894736842105146,1.0,3.0,4.0,1.0,1.0,-1.0,2.0,1.0,0.0,1.0,0.0,19.66666666665123
5213-TWWJU,Month-to-month,91.0,28,2626.15,No,-2.7910714285714278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569-TTNYJ,Month-to-month,78.75,5,412.1,Yes,-3.6700000000000017,1.0,2.0,4.0,1.0,0.75,-0.5,0.0,3.0,0.0,1.0,0.0,14.999999999992285
8628-MFKAX,Two year,116.75,72,8277.05,No,1.790972222222237,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
2397-BRLOM,Month-to-month,80.45,8,583.45,Yes,7.518749999999997,1.0,2.0,6.0,1.0,1.0,-1.0,0.0,6.0,0.0,0.0,0.0,16.39999999998611
7629-WIXZF,One year,59.1,7,369.25,No,6.350000000000001,0.0,2.0,3.0,0.0,0.6666666666666666,-0.3333333333333333,1.0,0.0,1.0,0.0,1.0,18.999999999988425
5445-GLVOT,Month-to-month,49.8,22,1049.05,No,2.115909090909092,1.0,1.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,2.0,0.0,19.49999999998264
3976-HXHCE,Two year,19.3,72,1414.8,No,-0.34999999999999787,0.0,0.0,3.0,0.0,0.3333333333333333,-0.3333333333333333,2.0,0.0,0.0,1.0,0.0,19.499999999988425
2466-NEJOJ,Month-to-month,19.65,8,169.75,No,-1.5687500000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0254-KCJGT,One year,81.4,52,4354.45,No,-2.339423076923069,1.0,2.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,15.000000000034722
5472-CVMDX,Two year,38.9,68,2719.2,No,-1.088235294117645,2.0,2.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,5.9999999999652776
6461-SZMCV,Two year,87.95,71,6365.35,No,-1.702816901408454,0.0,0.0,2.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,8.999999999965278
8150-QUDFX,Month-to-month,19.85,2,51.6,No,-5.949999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9508-ILZDG,Month-to-month,96.35,34,3190.25,No,2.5191176470588204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346-DJQTB,Month-to-month,24.15,35,812.5,No,0.9357142857142833,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,8.000000000034722
1697-LYYYX,One year,19.1,61,1143.8,No,0.34918032786885433,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1942-OQFRW,Month-to-month,44.0,1,44.0,No,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,28.00000000001736
4749-VFKVB,Month-to-month,50.1,1,50.1,Yes,0.0,0.0,1.0,6.0,1.0,0.3333333333333333,0.0,0.0,5.0,0.0,1.0,0.0,11.999999999993056
9640-ZSLDC,One year,60.6,53,3297.0,No,-1.607547169811319,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,42.00000000002315
4231-LZUYM,Two year,25.65,72,1887.0,No,-0.5583333333333336,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7598-UAASY,Month-to-month,76.4,2,151.8,Yes,0.5,1.0,4.0,10.0,1.0,0.6,-0.3,2.0,5.0,1.0,1.0,1.0,9.1111111111214
7938-OUHIO,Month-to-month,98.7,3,293.65,Yes,0.8166666666666771,0.0,3.0,9.0,1.0,0.5555555555555556,-0.4444444444444444,1.0,7.0,1.0,0.0,0.0,8.625000000002894
8510-AWCXC,Month-to-month,100.8,13,1308.1,Yes,0.17692307692307452,0.0,2.0,5.0,1.0,0.6,-0.4,0.0,2.0,0.0,1.0,2.0,18.74999999999132
6128-AQBMT,Month-to-month,53.95,41,2215.4,No,-0.08414634146341626,0.0,1.0,3.0,0.0,0.0,0.6666666666666666,1.0,0.0,2.0,0.0,0.0,5.000000000017361
3594-BDSOA,One year,20.4,24,482.8,No,0.28333333333333144,0.0,1.0,2.0,0.0,0.5,-0.5,1.0,0.0,1.0,0.0,0.0,32.00000000003472
0431-APWVY,One year,90.1,28,2598.95,Yes,-2.7196428571428584,0.0,3.0,5.0,1.0,0.6,-0.4,0.0,2.0,1.0,1.0,1.0,15.24999999999132
5133-VRSAB,Month-to-month,29.35,8,216.45,No,2.293750000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5996-DAOQL,Month-to-month,20.45,1,20.45,No,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,1.0,1.0,0.0,33.0000000000463
6838-YAUVY,Two year,95.1,54,5064.85,No,1.3064814814814696,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.999999999953705
0484-JPBRU,Month-to-month,25.25,41,996.45,No,0.9463414634146332,0.0,2.0,2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,2.000000000034722
7883-ROJOC,Month-to-month,44.9,19,839.65,No,0.7078947368421069,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,56.99999999996528
0244-LGNFY,Two year,92.65,72,6733.0,No,-0.86388888888888,0.0,0.0,2.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,21.000000000034724
7274-CGTOD,Two year,43.7,62,2618.3,No,1.4693548387096769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4295-YURET,Two year,72.6,56,4084.35,No,-0.3348214285714306,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,48.0000000000463
3426-NIYYL,Month-to-month,51.55,15,765.5,Yes,0.5166666666666657,0.0,1.0,6.0,1.0,0.5,-0.3333333333333333,1.0,2.0,1.0,1.0,1.0,13.799999999988426
8225-BTJAU,Month-to-month,79.25,10,793.55,Yes,-0.10499999999998977,2.0,3.0,4.0,1.0,0.25,-0.25,0.0,2.0,0.0,2.0,0.0,29.333333333298615
4635-EJYPD,Two year,18.95,32,613.95,No,-0.23593750000000213,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1866-ZSLJM,Month-to-month,20.5,21,402.85,No,1.3166666666666664,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.999999999953703
4636-TVXVG,One year,19.95,62,1244.8,No,-0.12741935483871103,0.0,2.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,2.0,0.0,0.0,25.49999999998264
4236-UJPWO,Month-to-month,24.5,2,46.4,No,1.3000000000000007,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
9392-XBGTD,Two year,20.6,27,581.85,No,-0.9499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3387-VATUS,Month-to-month,94.85,5,462.8,Yes,2.289999999999992,3.0,5.0,8.0,1.0,0.5,-0.25,2.0,3.0,2.0,1.0,0.0,10.428571428566467
6402-SSEJG,One year,61.05,25,1540.2,No,-0.5580000000000069,1.0,1.0,3.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,36.000000000017366
1143-NMNQJ,Month-to-month,85.7,2,169.8,Yes,0.7999999999999972,0.0,2.0,4.0,1.0,0.25,0.25,1.0,1.0,0.0,0.0,2.0,16.33333333334491
1169-SAOCL,One year,106.65,49,5168.1,No,1.1785714285714306,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,5.49999999995949
1110-KYLGQ,Month-to-month,108.25,63,6780.1,No,0.6293650793650727,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
9929-PLVPA,Month-to-month,20.4,4,94.5,No,-3.2250000000000014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3518-PZXZQ,Month-to-month,55.3,1,55.3,No,0.0,0.0,1.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,70.99999999996528
2371-JUNGC,Month-to-month,20.25,11,208.0,No,1.34090909090909,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,8.000000000046297
7693-QPEFS,Month-to-month,72.95,52,3829.75,No,-0.6990384615384642,0.0,0.0,2.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,3.472222222222222e-11
0924-BJCRC,Month-to-month,89.45,60,5294.6,No,1.2066666666666634,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5074-FBGHB,One year,104.65,64,6889.8,No,-3.003124999999997,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2351-BKRZW,Two year,75.2,43,3254.35,No,-0.4825581395348735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4455-BFSPD,One year,101.15,61,6383.9,No,-3.504098360655732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0415-MOSGF,Month-to-month,44.4,1,44.4,Yes,0.0,0.0,1.0,5.0,1.0,0.8,-0.8,0.0,3.0,1.0,0.0,1.0,12.000000000034722
1724-BQUHA,Month-to-month,89.5,5,477.7,Yes,-6.039999999999992,0.0,2.0,6.0,1.0,0.6666666666666666,-0.6666666666666666,0.0,4.0,1.0,0.0,1.0,12.800000000023148
3948-KXDUF,Two year,68.75,66,4447.55,No,1.3628787878787847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323-ARSVR,Two year,111.05,67,7321.05,No,1.7805970149253625,0.0,1.0,3.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,2.0,0.0,35.50000000001736
0815-MFZGM,Two year,99.0,42,4135.0,No,0.547619047619051,0.0,1.0,3.0,1.0,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,24.000000000017362
4826-XTSOH,Month-to-month,86.05,1,86.05,Yes,0.0,0.0,0.0,4.0,1.0,0.5,-0.25,0.0,2.0,0.0,2.0,0.0,15.000000000011575
5480-XTFFL,Two year,21.0,31,697.7,No,-1.506451612903227,0.0,0.0,2.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,14.999999999965278
8295-FHIVV,Month-to-month,19.4,7,168.65,No,-4.692857142857147,0.0,1.0,2.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,29.00000000003472
2495-INZWQ,Month-to-month,44.55,4,174.3,Yes,0.9749999999999943,3.0,6.0,9.0,1.0,0.5555555555555556,-0.3333333333333333,2.0,5.0,1.0,0.0,1.0,10.000000000002894
9086-YJYXS,One year,77.2,34,2753.8,No,-3.794117647058826,0.0,1.0,3.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,1.0,1.0,1.0,17.500000000034724
1179-INLAT,One year,19.45,3,69.25,No,-3.633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7909-FIOIY,Month-to-month,24.85,19,434.8,No,1.965789473684211,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,1.0,0.0,1.0,8.999999999965278
4139-SUGLD,Month-to-month,35.4,31,1077.5,Yes,0.6419354838709666,0.0,4.0,8.0,1.0,0.75,-0.625,2.0,1.0,1.0,2.0,2.0,5.000000000026455
6857-VWJDT,Month-to-month,95.65,1,95.65,Yes,0.0,0.0,0.0,5.0,1.0,0.6,-0.4,1.0,2.0,1.0,1.0,0.0,11.749999999985532
6351-SCJKT,Month-to-month,41.35,3,107.25,No,5.600000000000001,0.0,1.0,3.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,29.499999999982634
5468-BPMMO,Month-to-month,19.6,46,851.2,No,1.0956521739130451,0.0,2.0,2.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,3.000000000034722
5624-BQSSA,Month-to-month,20.95,1,20.95,Yes,0.0,3.0,4.0,7.0,1.0,0.7142857142857143,-0.42857142857142855,0.0,3.0,1.0,3.0,0.0,11.166666666662808
0197-PNKNK,One year,84.45,69,5848.6,No,-0.3123188405797066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439-QKJUL,Month-to-month,20.25,5,109.8,No,-1.7100000000000009,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
1194-SPVSP,Month-to-month,19.65,1,19.65,No,0.0,0.0,1.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,36.49999999996528
9534-NSXEM,One year,20.65,26,595.5,No,-2.2538461538461547,1.0,2.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,8.999999999965278
2408-WITXK,Month-to-month,34.7,10,329.8,Yes,1.7199999999999989,1.0,2.0,5.0,1.0,0.2,0.2,0.0,4.0,1.0,0.0,0.0,18.000000000008683
8929-KSWIH,Two year,99.3,25,2513.5,No,-1.240000000000009,1.0,2.0,2.0,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,1.0,20.999999999953705
2250-IVBWA,Month-to-month,81.05,64,5135.35,No,0.8101562499999915,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.000000000034722
1810-MVMAI,Month-to-month,67.6,30,2000.2,No,0.9266666666666623,0.0,0.0,3.0,1.0,0.6666666666666666,-0.6666666666666666,0.0,1.0,2.0,0.0,0.0,9.000000000011575
9506-UXUSK,Month-to-month,70.15,13,931.75,No,-1.5230769230769141,0.0,0.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,21.500000000040508
1229-RCALF,One year,115.0,64,7396.15,No,-0.5648437499999943,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,40.000000000017366
3572-UOLYZ,Month-to-month,84.8,46,3958.85,No,-1.2619565217391369,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1429-UYJSV,One year,19.7,12,260.9,No,-2.0416666666666643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5577-OTWWW,Month-to-month,19.75,15,297.3,Yes,-0.07000000000000028,0.0,4.0,10.0,1.0,0.5,-0.3,0.0,6.0,2.0,0.0,2.0,7.888888888881174
6100-QQHEB,Month-to-month,92.55,17,1515.1,Yes,3.42647058823529,0.0,0.0,9.0,1.0,0.2222222222222222,0.0,1.0,5.0,2.0,0.0,1.0,6.374999999968172
6366-XIVKZ,Month-to-month,63.15,13,816.8,No,0.31923076923077076,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,28.99999999998264
3470-OBUET,Two year,74.0,67,4868.4,No,1.3373134328358276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2770-NSVDG,Month-to-month,29.1,24,688.0,No,0.43333333333333357,0.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,37.9999999999537
9375-MHRRS,Month-to-month,50.05,6,288.35,No,1.99166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2634-HCZGT,One year,60.05,53,3229.65,Yes,-0.8867924528301927,0.0,1.0,9.0,1.0,0.3333333333333333,0.1111111111111111,2.0,5.0,0.0,2.0,0.0,9.374999999994214
7503-QQRVF,Month-to-month,74.3,16,1178.25,Yes,0.6593749999999972,0.0,5.0,8.0,1.0,0.625,-0.375,3.0,3.0,0.0,0.0,2.0,10.571428571415344
4860-YZGZM,Month-to-month,20.0,10,185.4,No,1.4600000000000009,0.0,0.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,2.0,15.999999999971067
6599-GZWCM,One year,74.65,13,966.25,No,0.3230769230769255,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0000000000347224
2691-NZETQ,Month-to-month,85.35,9,758.6,Yes,1.061111111111103,1.0,4.0,9.0,1.0,0.6666666666666666,-0.5555555555555556,0.0,4.0,1.0,2.0,2.0,10.250000000020254
4404-HIBDJ,One year,74.3,25,1863.8,Yes,-0.25199999999999534,0.0,2.0,6.0,1.0,0.8333333333333334,-0.6666666666666666,1.0,3.0,1.0,0.0,1.0,11.00000000002315
5533-NHFRF,Month-to-month,44.4,7,265.8,No,6.4285714285714235,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,71.00000000002315
7037-MTYVW,Two year,85.4,38,3297.0,No,-1.3631578947368297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4760-THGOT,Month-to-month,94.1,43,4107.3,No,-1.418604651162795,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,1.0,1.0,3.999999999976852
7295-JOMMD,Month-to-month,98.1,4,396.3,Yes,-0.9750000000000085,0.0,2.0,5.0,1.0,1.0,-1.0,1.0,3.0,0.0,0.0,1.0,14.749999999994214
4016-BJKTZ,Two year,108.9,25,2809.05,No,-3.4620000000000033,0.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.0,2.0,0.0,1.0,0.0,27.000000000017366
6584-VQMYT,One year,56.2,27,1567.55,No,-1.8574074074074005,0.0,1.0,3.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,24.50000000001157
9838-BFCQT,Two year,26.1,72,1851.45,No,0.38541666666666785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2790-XUYMV,One year,85.45,71,6028.95,No,0.5352112676056322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0581-MDMPW,Month-to-month,88.95,24,2072.75,No,2.5854166666666742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5013-SBUIH,Two year,109.65,50,5551.15,Yes,-1.3729999999999905,2.0,2.0,5.0,1.0,0.8,-0.6,1.0,3.0,0.0,1.0,0.0,20.999999999985533
1023-BQXZE,Two year,74.35,57,4317.35,No,-1.3929824561403592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9163-GHAYE,Month-to-month,48.85,15,736.8,No,-0.269999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3904-UKFRE,Month-to-month,80.1,4,336.15,No,-3.9375,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5353-WILCI,Month-to-month,56.05,28,1522.65,No,1.669642857142854,0.0,1.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,28.50000000003472
0709-TVGUR,Month-to-month,74.55,9,622.9,Yes,5.338888888888889,0.0,2.0,5.0,1.0,0.8,-0.8,1.0,3.0,0.0,1.0,0.0,17.00000000000868
0058-EVZWM,Month-to-month,89.8,55,4959.6,No,-0.37454545454546917,1.0,2.0,3.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,27.99999999998842
6023-YEBUP,Month-to-month,100.95,3,329.95,Yes,-9.033333333333331,2.0,7.0,10.0,1.0,0.5,-0.5,0.0,5.0,1.0,3.0,1.0,6.444444444427726
7209-JCUDS,Month-to-month,94.9,10,1048.85,Yes,-9.984999999999985,1.0,2.0,4.0,1.0,0.5,0.0,0.0,2.0,0.0,1.0,1.0,24.333333333314044
7009-PCARS,One year,19.1,55,1001.5,No,0.8909090909090907,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0519-DRGTI,Month-to-month,20.35,20,442.6,No,-1.7800000000000011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1017-FBQMM,One year,106.05,62,6703.5,No,-2.0709677419354904,1.0,2.0,2.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,7.9999999999652776
3001-CBHLQ,Month-to-month,104.9,32,3351.55,Yes,0.1640625,0.0,1.0,7.0,1.0,0.7142857142857143,-0.5714285714285714,1.0,4.0,1.0,1.0,0.0,9.666666666680168
1985-MBRYP,Two year,19.65,43,779.25,No,1.527906976744184,0.0,0.0,3.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,2.0,0.0,1.0,20.999999999971063
6158-DWPZT,One year,24.1,9,259.8,Yes,-4.766666666666666,1.0,4.0,10.0,1.0,0.6,-0.5,0.0,5.0,1.0,1.0,3.0,8.11111111114712
9372-TXXPS,Two year,59.85,60,3483.45,No,1.792500000000004,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0000000000347224
3259-QMXUN,Two year,86.1,58,4890.5,No,1.7810344827586135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015-JPFYW,One year,19.45,7,136.75,No,-0.08571428571428541,0.0,0.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,2.0,3.4999999999884257
6645-MXQJT,Month-to-month,97.1,2,184.15,No,5.0249999999999915,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4360-QRAVE,Month-to-month,36.65,37,1315.0,No,1.1094594594594582,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8433-WPJTV,One year,103.9,65,6767.1,No,-0.20923076923077133,0.0,1.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,33.500000000011575
5804-JMYIO,Two year,19.75,39,757.95,No,0.3153846153846125,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3763-GCZHZ,One year,104.05,66,6890.0,Yes,-0.34393939393939377,0.0,0.0,4.0,1.0,0.5,-0.5,1.0,1.0,1.0,0.0,1.0,6.000000000007716
6484-LATFU,Two year,24.55,68,1657.4,No,0.1764705882352935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7599-NTMDP,Two year,48.7,62,3008.55,No,0.17499999999999716,0.0,0.0,3.0,0.0,0.6666666666666666,-0.6666666666666666,1.0,0.0,0.0,2.0,0.0,17.50000000001736
0772-GYEQQ,Month-to-month,88.35,3,262.05,Yes,0.9999999999999858,0.0,2.0,8.0,1.0,0.5,-0.375,2.0,2.0,0.0,2.0,2.0,10.142857142829033
0536-ACXIP,Two year,109.55,72,8165.1,No,-3.8541666666666714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0936-NQLJU,Two year,20.65,41,875.55,No,-0.7048780487804898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4831-EOBFE,Month-to-month,94.65,29,2649.15,Yes,3.299999999999997,1.0,2.0,6.0,1.0,0.5,-0.3333333333333333,0.0,5.0,1.0,0.0,0.0,13.40000000000463
1575-KRZZE,Month-to-month,55.2,4,220.65,No,0.03750000000000142,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,10.999999999976852
3251-YMVWZ,One year,24.05,53,1301.9,No,-0.5141509433962277,0.0,1.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,30.00000000001158
4102-OQUPX,Month-to-month,74.4,1,74.4,Yes,0.0,2.0,3.0,8.0,1.0,0.5,-0.125,1.0,4.0,0.0,0.0,3.0,11.999999999985118
9170-GYZJC,Month-to-month,79.9,41,3326.2,Yes,-1.2268292682926756,1.0,2.0,4.0,1.0,1.0,-1.0,1.0,2.0,1.0,0.0,0.0,18.999999999988425
4884-LEVMQ,Two year,20.45,39,790.0,No,0.1935897435897438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8857-CUPFQ,Two year,19.25,63,1237.65,No,-0.3952380952380956,0.0,1.0,2.0,0.0,0.5,-0.5,2.0,0.0,0.0,0.0,0.0,23.999999999965276
7610-TVOPG,Month-to-month,26.35,15,378.6,No,1.1099999999999994,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,47.00000000002315
3638-DIMPH,One year,43.8,13,592.65,No,-1.78846153846154,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,2.0,0.0,1.0,13.00000000001736
1845-ZLLIG,Month-to-month,50.15,1,50.15,No,0.0,0.0,1.0,3.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,19.49999999998264
8559-WNQZS,Two year,20.45,1,20.45,No,0.0,0.0,2.0,2.0,0.0,0.5,-0.5,0.0,0.0,2.0,0.0,0.0,5.999999999976851
3999-QGRJH,Month-to-month,69.7,8,560.85,Yes,-0.40625,2.0,3.0,7.0,1.0,0.42857142857142855,-0.14285714285714285,2.0,4.0,0.0,1.0,0.0,12.833333333341049
1699-UOTXU,Two year,61.4,60,3638.25,No,0.7624999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2454-RPBRZ,Month-to-month,98.1,12,1060.2,Yes,9.749999999999986,0.0,1.0,9.0,1.0,0.7777777777777778,-0.7777777777777778,2.0,2.0,3.0,2.0,0.0,6.749999999972512
0635-WKOLD,One year,70.75,40,2921.75,No,-2.293750000000003,0.0,2.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,2.0,0.0,32.00000000002893
5993-JSUWV,Two year,61.15,66,4017.45,No,0.2795454545454561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4518-FZBSX,One year,20.25,42,854.9,No,-0.10476190476190439,0.0,2.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,2.0,0.0,31.50000000001736
5387-ASZNZ,One year,63.85,66,4174.35,No,0.6022727272727266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6988-CJEYV,Month-to-month,98.7,49,4920.55,No,-1.7193877551020478,0.0,2.0,3.0,0.0,0.3333333333333333,0.0,2.0,0.0,0.0,1.0,0.0,12.500000000028937
2002-MZHWP,Month-to-month,20.5,1,20.5,Yes,0.0,1.0,2.0,5.0,1.0,0.8,-0.8,0.0,3.0,1.0,0.0,1.0,11.749999999991319
3097-FQTVJ,Two year,20.0,41,810.3,No,0.23658536585366008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5465-BUBFA,Two year,19.3,41,772.4,No,0.4609756097560975,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
